Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma,Aroma Description
Dimethyl trisulfide,FARIDA.csv,FARIDA,9.54588333333333,172,9.542,79,159135.02001288917,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,FARIDA.csv,FARIDA,10.2146833333333,196,10.218,43,2262143.566771772,octanal,True,"Citrus, fruity, green"
Hexanol,FARIDA.csv,FARIDA,10.7162833333333,210,10.731,70,1150002.7878135538,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,FARIDA.csv,FARIDA,11.4751,234,11.478,105,1442919.7442744635,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,FARIDA.csv,FARIDA,12.0988833333333,253,12.102,57,13440907.947707543,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,FARIDA.csv,FARIDA,13.61975,298,13.616,57,1177056.4196679918,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,FARIDA.csv,FARIDA,13.7290666666667,301,13.732,57,3233051.4060283746,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,FARIDA.csv,FARIDA,15.0634333333333,344,15.06,57,962489.5711892452,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,FARIDA.csv,FARIDA,16.38495,387,16.385,57,2686234.847455225,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
1-Heptanol,FARIDA.csv,FARIDA,17.3141833333333,420,17.317,69,1561093.580091692,1heptanol,True,"Floral, herbal, fatty"
Acetophenone,FARIDA.csv,FARIDA,19.3334333333333,485,19.336,181,225093.19337356387,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",HANSA.csv,HANSA,2.89618333333333,32,2.895,44,2351336.3303846824,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",HANSA.csv,HANSA,5.00225,80,4.999,83,106182.9750936848,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,HANSA.csv,HANSA,9.33333333333333,165,9.322,85,87237.34299454276,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,HANSA.csv,HANSA,9.75775,179,9.751,43,212548.4585222437,hexanol,True,"Green, grassy, herbaceous"
Hexanol,HANSA.csv,HANSA,10.7255833333333,210,10.731,70,4616498.780706026,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,HANSA.csv,HANSA,11.47475,234,11.478,105,4431419.449252492,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,HANSA.csv,HANSA,12.1049666666667,253,12.102,57,22188476.601117637,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Octanoic acid,HANSA.csv,HANSA,12.4265,261,12.427,74,1989283.174044217,octanoicacid,True,"Fatty, soapy, rancid"
Decanal,HANSA.csv,HANSA,13.7319333333333,301,13.732,57,5775040.895128909,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,HANSA.csv,HANSA,13.9955833333333,308,13.989,57,1723357.471529986,ethanol,True,"Alcoholic, sweet"
"2-Propanone, 1-methoxy-",HANSA.csv,HANSA,14.27855,318,14.288,45,2849151.324441413,2propanone1methoxy,True,"Solvent, ether-like"
"2-Propanone, 1-methoxy-",HANSA.csv,HANSA,14.3492833333333,320,14.343,71,538708.5415404191,2propanone1methoxy,True,"Solvent, ether-like"
Methyl butanoate,HANSA.csv,HANSA,15.5228833333333,359,15.523,129,3998211.027660463,methylbutanoate,True,"Apple, fruity, sweet"
Decanal,HANSA.csv,HANSA,17.3202666666667,420,17.317,69,7638552.586644447,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,HANSA.csv,HANSA,17.7832833333333,435,17.783,57,3072460.149281123,decanal,True,"Citrus, fatty, waxy, potato-like"
Octanoic acid,HANSA.csv,HANSA,18.3298833333333,452,18.33,141,19146.13033873791,octanoicacid,True,"Fatty, soapy, rancid"
Acetophenone,HANSA.csv,HANSA,19.34915,486,19.362,106,2015149.31115805,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,HANSA.csv,HANSA,20.89895,539,20.903,57,3958299.983489088,3octanone,True,"Mushroom, earthy, fatty"
"Butanal, 3-methyl-",KENNEBEC.csv,KENNEBEC,2.89961142477727,32,2.895,44,1817740.404932363,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,KENNEBEC.csv,KENNEBEC,3.30808333333333,46,3.315,44,2862904.097553506,pentanal,True,"Fatty, green, pungent"
Heptanal,KENNEBEC.csv,KENNEBEC,7.95105,132,7.959,70,1364524.5785633924,heptanal,True,"Fatty, citrus-like, slightly green"
Benzaldehyde,KENNEBEC.csv,KENNEBEC,9.33043333333333,165,9.322,85,86001.63559604326,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,KENNEBEC.csv,KENNEBEC,9.7613,180,9.767,60,292977.1782163709,hexanol,True,"Green, grassy, herbaceous"
Hexanol,KENNEBEC.csv,KENNEBEC,10.7291166666667,210,10.731,70,5079483.982202597,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,KENNEBEC.csv,KENNEBEC,11.4750833333333,234,11.478,105,5126009.647667995,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,KENNEBEC.csv,KENNEBEC,12.1085,253,12.102,57,32111056.373149727,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,KENNEBEC.csv,KENNEBEC,13.6229333333333,298,13.616,57,3995516.433823868,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,KENNEBEC.csv,KENNEBEC,13.73225,301,13.732,57,7075855.68755641,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,KENNEBEC.csv,KENNEBEC,14.00235,308,13.989,57,2745907.316725808,ethanol,True,"Alcoholic, sweet"
Methyl butanoate,KENNEBEC.csv,KENNEBEC,15.5264166666667,359,15.523,129,5701232.601497975,methylbutanoate,True,"Apple, fruity, sweet"
Pentanal,KENNEBEC.csv,KENNEBEC,17.3302333333333,420,17.317,69,13184675.87992302,pentanal,True,"Fatty, green, pungent"
Decanal,KENNEBEC.csv,KENNEBEC,18.5231333333333,459,18.539,71,842586.1504035313,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Octen-3-ol,KENNEBEC.csv,KENNEBEC,18.6999833333333,464,18.697,83,4180448.668575614,1octen3ol,True,"Mushroom, earthy, raw potato"
Acetophenone,KENNEBEC.csv,KENNEBEC,19.3591333333333,486,19.362,106,2650154.8174109147,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,KENNEBEC.csv,KENNEBEC,20.9057166666667,539,20.903,57,13256740.2966013,3octanone,True,"Mushroom, earthy, fatty"
2-Nonanone,KENNEBEC.csv,KENNEBEC,21.8831833333333,575,21.878,57,8267561.922485947,2nonanone,True,"Fatty, floral, soapy"
Hexanoic acid,KENNEBEC.csv,KENNEBEC,22.4523,593,22.444,57,836989.0064167838,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",MEMPHIS.csv,MEMPHIS,2.17263333333333,10,2.183,45,7656608.395293852,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",MEMPHIS.csv,MEMPHIS,2.88965,32,2.895,44,4595846.717686013,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Hexanal,MEMPHIS.csv,MEMPHIS,5.2883,89,5.289,56,2167714.5897906367,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,MEMPHIS.csv,MEMPHIS,9.3375116093026,166,9.348,76,262507.53440948407,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,MEMPHIS.csv,MEMPHIS,9.75443333333333,179,9.751,43,116828.51900605964,hexanol,True,"Green, grassy, herbaceous"
Octanal,MEMPHIS.csv,MEMPHIS,10.21745,196,10.218,43,1916679.0119128672,octanal,True,"Citrus, fruity, green"
Hexanol,MEMPHIS.csv,MEMPHIS,10.7158333333333,210,10.731,70,1274925.5254829137,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,MEMPHIS.csv,MEMPHIS,11.47465,234,11.478,105,1829415.9496201,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,MEMPHIS.csv,MEMPHIS,12.10165,253,12.102,57,11746334.648669291,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,MEMPHIS.csv,MEMPHIS,13.6192833333333,298,13.616,57,1234042.8727065404,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,MEMPHIS.csv,MEMPHIS,13.7286166666667,301,13.732,57,2762620.5682519795,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,MEMPHIS.csv,MEMPHIS,15.0597666666667,344,15.06,57,981537.565968034,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,MEMPHIS.csv,MEMPHIS,16.3845,387,16.385,57,2678212.615408216,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,MEMPHIS.csv,MEMPHIS,19.3329833333333,485,19.336,181,211990.87658876125,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",BILDTSTAR.csv,BILDTSTAR,2.1665,9,2.157,56,64772.99990821251,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",BILDTSTAR.csv,BILDTSTAR,2.88995,32,2.895,44,2541068.1681272504,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,BILDTSTAR.csv,BILDTSTAR,9.33351666666667,165,9.322,85,14478.444655226527,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,BILDTSTAR.csv,BILDTSTAR,9.7483,179,9.751,43,125850.00219725155,hexanol,True,"Green, grassy, herbaceous"
Octanal,BILDTSTAR.csv,BILDTSTAR,10.2145333333333,196,10.218,43,2631065.987234636,octanal,True,"Citrus, fruity, green"
Hexanol,BILDTSTAR.csv,BILDTSTAR,10.7161166666667,210,10.731,70,1221297.1268205056,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,BILDTSTAR.csv,BILDTSTAR,11.47495,234,11.478,105,1972929.81827598,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,BILDTSTAR.csv,BILDTSTAR,12.1019333333333,253,12.102,57,14571470.420892537,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,BILDTSTAR.csv,BILDTSTAR,13.6195833333333,298,13.616,57,1243545.7393967358,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,BILDTSTAR.csv,BILDTSTAR,13.7289,301,13.732,57,3948597.0969222975,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,BILDTSTAR.csv,BILDTSTAR,16.3847833333333,387,16.385,57,2807033.8730550325,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Decanal,BILDTSTAR.csv,BILDTSTAR,17.3140333333333,420,17.317,69,2467470.8681727634,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,BILDTSTAR.csv,BILDTSTAR,19.3332666666667,485,19.336,181,293975.74782009964,acetophenone,True,"Floral, sweet, almond-like"
Hexanoic acid,BILDTSTAR.csv,BILDTSTAR,22.4682333333333,594,22.472,43,1142860.269205638,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",REDDALE.csv,REDDALE,2.16993333333333,9,2.157,56,82915.28037565616,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",REDDALE.csv,REDDALE,2.89577027319904,32,2.895,44,3050365.73615094,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,REDDALE.csv,REDDALE,9.33811335722017,166,9.348,76,190587.8960974779,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,REDDALE.csv,REDDALE,9.75175,179,9.751,43,114525.09155126392,hexanol,True,"Green, grassy, herbaceous"
Octanal,REDDALE.csv,REDDALE,10.21475,196,10.218,43,2270520.0175796333,octanal,True,"Citrus, fruity, green"
Hexanol,REDDALE.csv,REDDALE,10.71635,210,10.731,70,1132320.138026391,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,REDDALE.csv,REDDALE,11.4751666666667,234,11.478,105,1797739.5535704463,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,REDDALE.csv,REDDALE,12.1021666666667,253,12.102,57,13208966.806941338,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,REDDALE.csv,REDDALE,13.6198166666667,298,13.616,57,1342316.70458276,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,REDDALE.csv,REDDALE,13.7291333333333,301,13.732,57,3343130.8960674177,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,REDDALE.csv,REDDALE,15.0635166666667,344,15.06,57,1088767.6362965095,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,REDDALE.csv,REDDALE,16.3818,387,16.385,57,3041970.727202491,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,REDDALE.csv,REDDALE,19.3335,485,19.336,181,301322.0237361209,acetophenone,True,"Floral, sweet, almond-like"
"2-Propanone, 1-methoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,2.17286666666667,10,2.183,45,6789151.233774794,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",VIOLET QUEEN.csv,VIOLET QUEEN,2.89631666666667,32,2.895,44,11012562.73728554,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"Butanal, 3-methyl-",VIOLET QUEEN.csv,VIOLET QUEEN,5.00238333333333,80,4.999,83,77914.17166805189,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
"2-Propanone, 1-methoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,8.88975,152,8.912,72,22794.64212223597,2propanone1methoxy,True,"Solvent, ether-like"
Benzaldehyde,VIOLET QUEEN.csv,VIOLET QUEEN,9.33025,165,9.322,85,79048.46779082804,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,VIOLET QUEEN.csv,VIOLET QUEEN,9.76431666666667,180,9.767,60,296958.0406828503,hexanol,True,"Green, grassy, herbaceous"
Hexanol,VIOLET QUEEN.csv,VIOLET QUEEN,10.7257166666667,210,10.731,70,4594877.091392594,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,VIOLET QUEEN.csv,VIOLET QUEEN,11.4748833333333,234,11.478,105,4654803.763170636,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,VIOLET QUEEN.csv,VIOLET QUEEN,12.1051,253,12.102,57,25967356.46760221,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,13.7320666666667,301,13.732,57,5413954.92650467,decanal,True,"Citrus, fatty, waxy, potato-like"
Ethanol,VIOLET QUEEN.csv,VIOLET QUEEN,14.00215,308,13.989,57,2488598.9110639496,ethanol,True,"Alcoholic, sweet"
Methyl butanoate,VIOLET QUEEN.csv,VIOLET QUEEN,15.5230166666667,359,15.523,129,4300335.830128023,methylbutanoate,True,"Apple, fruity, sweet"
Tetramethylpyrazine,VIOLET QUEEN.csv,VIOLET QUEEN,16.3847333333333,387,16.385,57,14371780.31021212,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,17.3268333333333,420,17.317,69,11042819.316744223,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,18.5197333333333,459,18.539,71,652654.2025125491,decanal,True,"Citrus, fatty, waxy, potato-like"
1-Octen-3-ol,VIOLET QUEEN.csv,VIOLET QUEEN,18.6997833333333,464,18.697,83,3543947.392214808,1octen3ol,True,"Mushroom, earthy, raw potato"
Acetophenone,VIOLET QUEEN.csv,VIOLET QUEEN,19.3525,486,19.362,106,2369510.4477743786,acetophenone,True,"Floral, sweet, almond-like"
3-Octanone,VIOLET QUEEN.csv,VIOLET QUEEN,20.9055166666667,539,20.903,57,12972409.366159707,3octanone,True,"Mushroom, earthy, fatty"
2-Nonanone,VIOLET QUEEN.csv,VIOLET QUEEN,21.8862,575,21.878,57,5614415.1256387895,2nonanone,True,"Fatty, floral, soapy"
"Butanal, 3-methyl-",ADORA.csv,ADORA,2.89308333333333,32,2.895,44,3847878.457655193,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,ADORA.csv,ADORA,9.33794543512391,166,9.348,76,160831.54526904374,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,ADORA.csv,ADORA,9.75143333333333,179,9.751,43,192869.02404491528,hexanol,True,"Green, grassy, herbaceous"
Octanal,ADORA.csv,ADORA,10.2208833333333,196,10.218,43,3578182.4956626343,octanal,True,"Citrus, fruity, green"
Hexanol,ADORA.csv,ADORA,10.7335340073372,210,10.731,70,1396695.475933161,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,ADORA.csv,ADORA,11.4748666666667,234,11.478,105,3943885.888873813,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,ADORA.csv,ADORA,12.1050833333333,253,12.102,57,14775288.048156658,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,ADORA.csv,ADORA,13.6227333333333,298,13.616,57,1492866.7151218145,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ADORA.csv,ADORA,13.73205,301,13.732,57,7726009.46719241,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,ADORA.csv,ADORA,16.5294,391,16.533,57,2106065.470160661,decanal,True,"Citrus, fatty, waxy, potato-like"
Phenylacetaldehyde,ADORA.csv,ADORA,18.1692333333333,447,18.182,51,432957.7455042657,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,ADORA.csv,ADORA,19.3332,485,19.336,181,583018.4466718099,acetophenone,True,"Floral, sweet, almond-like"
3-Heptanone,ADORA.csv,ADORA,19.8637333333333,504,19.865,57,2604082.8610777683,3heptanone,True,"Cheesy, earthy, fruity"
Octanoic acid,ADORA.csv,ADORA,20.4843,524,20.481,60,1881091.6041109867,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,ADORA.csv,ADORA,22.46495,594,22.472,43,850233.6549555503,hexanoicacid,True,"Fatty, sweaty, rancid"
Hexanal,DESIREE.csv,DESIREE,5.29176666666667,89,5.289,56,6466124.484719032,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,DESIREE.csv,DESIREE,9.33988333333333,166,9.348,76,78596.28063854476,benzaldehyde,True,"Almond, cherry, sweet"
Hexanol,DESIREE.csv,DESIREE,9.75466666666667,179,9.751,43,149840.2799742995,hexanol,True,"Green, grassy, herbaceous"
Octanal,DESIREE.csv,DESIREE,10.2210704034593,196,10.218,43,2315171.019554893,octanal,True,"Citrus, fruity, green"
Hexanol,DESIREE.csv,DESIREE,10.7225,210,10.731,70,883643.0883154575,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,DESIREE.csv,DESIREE,11.4781,234,11.478,105,942495.9238695938,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,DESIREE.csv,DESIREE,12.1018833333333,253,12.102,57,12608448.879436214,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,DESIREE.csv,DESIREE,13.7320666666667,301,13.732,57,3717857.4059171714,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,DESIREE.csv,DESIREE,19.33,485,19.336,181,166431.06379722556,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,DESIREE.csv,DESIREE,20.4811,524,20.481,60,1483989.3657336812,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,DESIREE.csv,DESIREE,22.4585333333333,594,22.472,43,516881.8667153966,hexanoicacid,True,"Fatty, sweaty, rancid"
"Butanal, 3-methyl-",CLEARWATER R.csv,CLEARWATER R,2.89006666666667,32,2.895,44,5188678.714902852,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,CLEARWATER R.csv,CLEARWATER R,9.33365,165,9.322,85,17414.46136077501,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,CLEARWATER R.csv,CLEARWATER R,9.54906666666667,172,9.542,79,362248.98121570505,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Hexanol,CLEARWATER R.csv,CLEARWATER R,9.75163333333333,179,9.751,43,168334.48496818438,hexanol,True,"Green, grassy, herbaceous"
Octanal,CLEARWATER R.csv,CLEARWATER R,10.2178666666667,196,10.218,43,3157417.113761561,octanal,True,"Citrus, fruity, green"
Hexanol,CLEARWATER R.csv,CLEARWATER R,10.7226833333333,210,10.731,70,2304953.3386584786,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,CLEARWATER R.csv,CLEARWATER R,11.47185,234,11.478,105,3829074.524896996,acetophenone,True,"Floral, sweet, almond-like"
Nonanal,CLEARWATER R.csv,CLEARWATER R,12.1020666666667,253,12.102,57,15608755.915266382,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Hexanoic acid,CLEARWATER R.csv,CLEARWATER R,13.2853166666667,288,13.292,106,335589.15483314137,hexanoicacid,True,"Fatty, sweaty, rancid"
Decanal,CLEARWATER R.csv,CLEARWATER R,13.73225,301,13.732,57,7418906.721521261,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,CLEARWATER R.csv,CLEARWATER R,16.3849166666667,387,16.385,57,2606948.506737609,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Phenylacetaldehyde,CLEARWATER R.csv,CLEARWATER R,18.1694333333333,447,18.182,51,553591.8250802928,phenylacetaldehyde,True,"Honey-like, floral, sweet potato note"
Acetophenone,CLEARWATER R.csv,CLEARWATER R,19.3334,485,19.336,181,564239.8243013078,acetophenone,True,"Floral, sweet, almond-like"
3-Heptanone,CLEARWATER R.csv,CLEARWATER R,19.8639333333333,504,19.865,57,5248938.558986382,3heptanone,True,"Cheesy, earthy, fruity"
Octanoic acid,CLEARWATER R.csv,CLEARWATER R,20.5102166666667,525,20.506,73,2134156.882140276,octanoicacid,True,"Fatty, soapy, rancid"
3-Octanone,CLEARWATER R.csv,CLEARWATER R,20.9024833333333,539,20.903,57,8432760.75932718,3octanone,True,"Mushroom, earthy, fatty"
2-Nonanone,CLEARWATER R.csv,CLEARWATER R,21.8831666666667,575,21.878,57,2935511.267171874,2nonanone,True,"Fatty, floral, soapy"
Benzeneacetaldehyde,CLEARWATER R.csv,CLEARWATER R,22.0825166666667,581,22.076,178,1777200.2956077976,benzeneacetaldehyde,True,"Honey, floral, sweet"
Hexanoic acid,CLEARWATER R.csv,CLEARWATER R,22.1436166666667,582,22.134,105,17326135.897666533,hexanoicacid,True,"Fatty, sweaty, rancid"
Hexanoic acid,CLEARWATER R.csv,CLEARWATER R,22.4715833333333,594,22.472,43,1285653.322186977,hexanoicacid,True,"Fatty, sweaty, rancid"
"2-Propanone, 1-methoxy-",PAYETTE RUSSET.csv,PAYETTE RUSSET,2.1731,10,2.183,45,9093642.065276625,2propanone1methoxy,True,"Solvent, ether-like"
"Butanal, 3-methyl-",PAYETTE RUSSET.csv,PAYETTE RUSSET,2.89011666666667,32,2.895,44,2157062.730742956,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,PAYETTE RUSSET.csv,PAYETTE RUSSET,9.34409271467212,166,9.348,76,96858.6527119544,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,PAYETTE RUSSET.csv,PAYETTE RUSSET,9.55233333333333,172,9.542,79,136734.81536719936,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,PAYETTE RUSSET.csv,PAYETTE RUSSET,10.2211166666667,196,10.218,43,1259565.4525971336,octanal,True,"Citrus, fruity, green"
Hexanol,PAYETTE RUSSET.csv,PAYETTE RUSSET,10.7227166666667,210,10.731,70,367753.9089124087,hexanol,True,"Green, grassy, herbaceous"
Nonanal,PAYETTE RUSSET.csv,PAYETTE RUSSET,12.1021,253,12.102,57,7947913.941146258,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,PAYETTE RUSSET.csv,PAYETTE RUSSET,13.6229666666667,298,13.616,57,730490.5682056838,decanal,True,"Citrus, fatty, waxy, potato-like"
Decanal,PAYETTE RUSSET.csv,PAYETTE RUSSET,13.7322833333333,301,13.732,57,1661787.3072039278,decanal,True,"Citrus, fatty, waxy, potato-like"
Tetramethylpyrazine,PAYETTE RUSSET.csv,PAYETTE RUSSET,16.3849666666667,387,16.385,57,2127524.646835301,tetramethylpyrazine,True,"Roasted, nutty, cocoa"
Acetophenone,PAYETTE RUSSET.csv,PAYETTE RUSSET,19.3334333333333,485,19.336,181,126699.1515292369,acetophenone,True,"Floral, sweet, almond-like"
"Butanal, 3-methyl-",PRINCEOFORANGE.csv,PRINCEOFORANGE,2.88998333333333,32,2.895,44,4842375.017118897,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Benzaldehyde,PRINCEOFORANGE.csv,PRINCEOFORANGE,9.34600893793363,166,9.348,76,51317.19368336991,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,PRINCEOFORANGE.csv,PRINCEOFORANGE,9.5522,172,9.542,79,199685.7522860056,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,PRINCEOFORANGE.csv,PRINCEOFORANGE,10.2209833333333,196,10.218,43,2104772.0661971807,octanal,True,"Citrus, fruity, green"
Hexanol,PRINCEOFORANGE.csv,PRINCEOFORANGE,10.7225833333333,210,10.731,70,529971.5246829807,hexanol,True,"Green, grassy, herbaceous"
Nonanal,PRINCEOFORANGE.csv,PRINCEOFORANGE,12.1019666666667,253,12.102,57,11213860.26361446,nonanal,True,"Waxy, citrus, floral (lipid oxidation product)"
Decanal,PRINCEOFORANGE.csv,PRINCEOFORANGE,13.73215,301,13.732,57,3719409.394755061,decanal,True,"Citrus, fatty, waxy, potato-like"
Acetophenone,PRINCEOFORANGE.csv,PRINCEOFORANGE,19.3300833333333,485,19.336,181,161147.2839392513,acetophenone,True,"Floral, sweet, almond-like"
Octanoic acid,PRINCEOFORANGE.csv,PRINCEOFORANGE,20.4779666666667,524,20.481,60,1023094.1457984492,octanoicacid,True,"Fatty, soapy, rancid"
Hexanoic acid,PRINCEOFORANGE.csv,PRINCEOFORANGE,22.4586333333333,594,22.472,43,648838.922009202,hexanoicacid,True,"Fatty, sweaty, rancid"
"Butanal, 3-methyl-",SYMFONIA.csv,SYMFONIA,2.88671666666667,32,2.895,44,2667077.0820212555,butanal3methyl,True,"Malty, chocolate, cocoa-like (Maillard reaction product)"
Pentanal,SYMFONIA.csv,SYMFONIA,3.30793333333333,46,3.315,44,1306244.992160224,pentanal,True,"Fatty, green, pungent"
Hexanal,SYMFONIA.csv,SYMFONIA,5.2918,89,5.289,56,3298768.6487721503,hexanal,True,"Green, grassy, fresh-cut potato"
Benzaldehyde,SYMFONIA.csv,SYMFONIA,9.33993333333333,166,9.348,76,78977.09226067732,benzaldehyde,True,"Almond, cherry, sweet"
Dimethyl trisulfide,SYMFONIA.csv,SYMFONIA,9.55215,172,9.542,79,161487.55416962062,dimethyltrisulfide,True,"Cabbage, onion, sulfurous"
Octanal,SYMFONIA.csv,SYMFONIA,10.22095,196,10.218,43,1434755.3299765007,octanal,True,"Citrus, fruity, green"
Hexanol,SYMFONIA.csv,SYMFONIA,10.7296796400966,210,10.731,70,601493.9666474323,hexanol,True,"Green, grassy, herbaceous"
Acetophenone,SYMFONIA.csv,SYMFONIA,11.47815,234,11.478,105,846509.2464725884,acetophenone,True,"Floral, sweet, almond-like"
